file,relative_path,ext,knot_id,closure_error,length_series_units,length_m,writhe,crossing_est,sigma,Hvortex_X(b0=3),mass_fluid_kg,mass_energy_kg
knot.8_19u.short,8_19\knot.8_19u.short,.short,8_19u,0.024205262348693,39.40239905829459,39.40239905829459,8.873526127417097,10,1.0,7.0,2.7153130516821963e-36,2.268894060668726e-06
knot.8_1.short,8_1\knot.8_1.short,.short,8_1,0.06661807062323902,39.93912696583503,39.93912696583503,2.7353146283911336,8,1.0,5.0,1.9659287489917264e-36,1.6427144779942994e-06
knot.8_1d.short,8_1\knot.8_1d.short,.short,8_1d,0.09321152531983028,55.878970893827926,55.878970893827926,-1.9284795235894303,8,-1.0,-5.0,-2.7505377230258507e-36,-2.2983275168041476e-06
knot.8_20r.short,8_20\knot.8_20r.short,.short,8_20r,0.06546387018527379,39.24938044631078,39.24938044631078,1.773549045374197,8,1.0,5.0,1.9319772679438394e-36,1.6143448895769584e-06
knot.8_21d.short,8_21\knot.8_21d.short,.short,8_21d,0.07651141806967439,45.8877210786985,45.8877210786985,4.914232773722097,10,1.0,7.0,3.1622320197458344e-36,2.6423360074864535e-06
knot.8_21p.short,8_21\knot.8_21p.short,.short,8_21p,0.08466787658455587,50.77287375758462,50.77287375758462,4.361212389036644,9,1.0,6.0,2.9990395816417803e-36,2.505973699895088e-06
knot.8_21r.short,8_21\knot.8_21r.short,.short,8_21r,0.06600717265827634,39.585231029712844,39.585231029712844,4.549785451246306,8,1.0,5.0,1.9485088841166356e-36,1.6281585769985523e-06
knot.8_2.short,8_2\knot.8_2.short,.short,8_2,0.06967288413792565,41.77956211565308,41.77956211565308,5.3806316942008605,8,1.0,5.0,2.056520723492753e-36,1.7184124137303992e-06
knot.8_2d.short,8_2\knot.8_2d.short,.short,8_2d,0.0962784010488301,57.72418599709003,57.72418599709003,6.532252981085141,20,1.0,17.0,9.66064093807209e-36,8.072354984286481e-06
knot.8_3.short,8_3\knot.8_3.short,.short,8_3,0.08336063489319777,49.97461303630884,49.97461303630884,1.1990126285005975,8,1.0,5.0,2.4599067619044077e-36,2.055478589632982e-06
knot.8_3d.short,8_3\knot.8_3d.short,.short,8_3d,0.09605505177773924,57.57809916123966,57.57809916123966,-0.5369912340694359,8,-1.0,-5.0,-2.834174130801781e-36,-2.368213436124174e-06
knot.8_3i8.short,8_3\knot.8_3i8.short,.short,8_3i8,0.08754167817875258,52.601177587187465,52.601177587187465,0.0010465740429404548,11,0.0,0.0,0.0,0.0
knot.8_3z.short,8_3\knot.8_3z.short,.short,8_3z,0.07973670211260894,47.81419413167768,47.81419413167768,-0.043467080619876246,15,-1.0,-12.0,-5.6485540467870185e-36,-4.719886983263895e-06
knot.8_4.short,8_4\knot.8_4.short,.short,8_4,0.07588959520047986,45.50560662532872,45.50560662532872,-1.0540597555951752,8,-1.0,-5.0,-2.2399282884067342e-36,-1.8716663210311587e-06
knot.8_4d.short,8_4\knot.8_4d.short,.short,8_4d,0.09732564325179592,58.344152509163344,58.344152509163344,-2.1327965162435096,9,-1.0,-6.0,-3.4462580071349005e-36,-2.8796658709669785e-06
knot.8_5.short,8_5\knot.8_5.short,.short,8_5,0.06181659864282057,37.07159262920225,37.07159262920225,5.101338658280129,8,1.0,5.0,1.824779740002881e-36,1.5247714850249748e-06
knot.8_6.short,8_6\knot.8_6.short,.short,8_6,0.09686159673576655,58.08739549833486,58.08739549833486,3.7315662199599116,8,1.0,5.0,2.859243289466869e-36,2.389161026371988e-06
knot.8_6p.short,8_6\knot.8_6p.short,.short,8_6p,0.07980092451754608,47.85162340808144,47.85162340808144,4.08110161750034,9,1.0,6.0,2.8264878866584686e-36,2.3617908714497957e-06
knot.8_7d.short,8_7\knot.8_7d.short,.short,8_7d,0.11531366078858586,69.13621199348685,69.13621199348685,-3.0067835318821663,9,-1.0,-6.0,-4.083720714395663e-36,-3.412324655745298e-06
knot.8_7s.short,8_7\knot.8_7s.short,.short,8_7s,0.06874691943154017,41.23390375202068,41.23390375202068,-2.322471930361579,9,-1.0,-6.0,-2.4355940545800695e-36,-2.0351630841288214e-06
knot.8_8d.short,8_8\knot.8_8d.short,.short,8_8d,0.1072692640983638,64.31318734780778,64.31318734780778,-0.9590633495142342,9,-1.0,-6.0,-3.7988354844461836e-36,-3.174276815992834e-06
knot.8_9d.short,8_9\knot.8_9d.short,.short,8_9d,0.12437106715016022,74.56799757681807,74.56799757681807,0.7061333408035813,22,1.0,19.0,1.3947786269899478e-35,1.1654659637733596e-05
knot.8_9i4.short,8_9\knot.8_9i4.short,.short,8_9i4,0.21221101954054472,130.0450370462278,130.0450370462278,0.08059971556437327,11,1.0,8.0,1.0241957555519767e-35,8.558098541508348e-06
