file,relative_path,ext,knot_id,closure_error,length_series_units,length_m,writhe,crossing_est,sigma,Hvortex_X(b0=3),mass_fluid_kg,mass_energy_kg
knot.8_2.short,8_2\knot.8_2.short,.short,8_2,0.027874147606350153,41.798458491726166,41.798458491726166,5.409139810288388,8,1.0,5.0,2.0574508622262718e-36,1.7191896302825648e-06
knot.8_2d.short,8_2\knot.8_2d.short,.short,8_2d,0.03851136041953629,57.751483885930384,57.751483885930384,6.540898673214759,18,1.0,15.0,8.528126007767073e-36,7.126034486399208e-06
knot.8_3.short,8_3\knot.8_3.short,.short,8_3,0.033344311564488735,49.99877066248726,49.99877066248726,1.1500125704554411,8,1.0,5.0,2.461095875824003e-36,2.0564722037976384e-06
knot.8_3d.short,8_3\knot.8_3d.short,.short,8_3d,0.03842202071109571,57.61003468001552,57.61003468001552,-0.5104039161529775,8,-1.0,-5.0,-2.8357460969223504e-36,-2.3695269585529496e-06
knot.8_3i8.short,8_3\knot.8_3i8.short,.short,8_3i8,0.03512162236185428,52.65025617254199,52.65025617254199,0.018357842923171025,11,1.0,8.0,4.146576457314019e-36,3.4648464162465515e-06
knot.8_3z.short,8_3\knot.8_3z.short,.short,8_3z,0.03189468084503884,47.830049404276465,47.830049404276465,-0.012250917189105044,15,-1.0,-12.0,-5.6504271174478794e-36,-4.721452106259569e-06
knot.8_4.short,8_4\knot.8_4.short,.short,8_4,0.0303558380801909,45.522632836557975,45.522632836557975,-1.1033036688732172,8,-1.0,-5.0,-2.2407663717772256e-36,-1.8723666168517362e-06
knot.8_4d.short,8_4\knot.8_4d.short,.short,8_4d,0.03893025730072307,58.377124545319276,58.377124545319276,-2.1199190631077935,9,-1.0,-6.0,-3.4482055912324854e-36,-2.881293256799682e-06
knot.8_5.short,8_5\knot.8_5.short,.short,8_5,0.02473581884758202,37.09190715452791,37.09190715452791,5.16527285910975,8,1.0,5.0,1.8257796844782318e-36,1.5256070307016388e-06
knot.8_6.short,8_6\knot.8_6.short,.short,8_6,0.03875529415015014,58.11514231903243,58.11514231903243,3.7552798046625218,8,1.0,5.0,2.8606090747668116e-36,2.3903022657415217e-06
knot.8_6p.short,8_6\knot.8_6p.short,.short,8_6p,0.03192036980701503,47.8686635699235,47.8686635699235,4.125804703633897,9,1.0,6.0,2.8274944107344138e-36,2.362631914988557e-06
knot.8_7d.short,8_7\knot.8_7d.short,.short,8_7d,0.046125464315422325,69.1665271220118,69.1665271220118,-3.0005038189278292,9,-1.0,-6.0,-4.0855113609287496e-36,-3.413820905793211e-06
knot.8_7s.short,8_7\knot.8_7s.short,.short,8_7s,0.027509012256710173,41.2513549452392,41.2513549452392,-2.367387147899377,9,-1.0,-6.0,-2.4366248573559595e-36,-2.0360244147567904e-06
knot.8_8d.short,8_8\knot.8_8d.short,.short,8_8d,0.04290770563935156,64.34215978627991,64.34215978627991,-0.9972640302212287,9,-1.0,-6.0,-3.800546821294467e-36,-3.175706795496843e-06
knot.8_9d.short,8_9\knot.8_9d.short,.short,8_9d,0.04974842686005864,74.60189240435315,74.60189240435315,0.7219440350532177,22,1.0,19.0,1.395412622571802e-35,1.1659957254556336e-05
knot.8_9i4.short,8_9\knot.8_9i4.short,.short,8_9i4,0.08583302045329014,130.42082427255818,130.42082427255818,0.0999075132132341,9,1.0,6.0,7.703665073819456e-36,6.437121465807253e-06
